target,text,reason,lang_reason
4,@_Chelsea_Marie LMFAO yepss ,,
4,@fishin4kisses Ok @chantelleaustin and I will be there in 5  LOL,,
0,@SamBennington PS: I can't get the links to work to your Life Coaching site. ,,
4,@espressoDOM Woo hoo!!  Can't wait to see.  ,,
0,bro left for stanford.... and am screwing with this good for nothing project ,,
0,I miss school already ,,
4,@GUSWICKTM06 If this is my sister you are talking about she better not be tired for work tomorrow or I will kick her ass. And yours. ,,
4,All my neighbors and I are listening Sounds of the Universe. I hope that they like it... ,,
4,"morning all, its #followfriday all ready? let me have a cuppa then I'll do mine, can't think yet, hows everyone anyway? ",,
0,"ughh,i hate those nights when you just can't fall asleep *annoying* ",,
4,first day of the playground job. hope we don't get too many little kids. i'm tired. ,,
4,guess ill sing for my mom next sunday when my grandparents are here ,,
0,"Forgot it's National Running day and ran INSIDE.  I'm scared to do outdoor runs lately because of my stomach.  4.47mi, 36min + 4 cooldown",,
4,@lexcanroar Happy birthday Lex's mum ,,
0,DAMN IT!! thunder and rain ,,
4,"Ohhh me &amp; you, what a feeling  ? http://blip.fm/~4mq0x",,
0,@Theheartsong She  Passed away this morning ,,
0,tic tic toc toc tic tic toc toc .. wake up wake up  now I wanna cry,,
0,Really like Terminator:TSCC but it might be cancelled. Why do SF telly series that I like get cancelled? I'm a kiss of death ,,
0,such a beautiful day outside and I am inside the office without any window. ,,
4,"@creativecurio I subscribed to CommArts only last month, finally. I bet it has tons of inspiration there. Can't wait to read it ",,
4,@tiffantastic Oh!  I hope you are okay.  ,,
4,@collington you're welcome ,,
4,has just got in from the meat market  xxxx,,
4,I have a gold star ,,
4,doing some homework today. had a greatt night! ,,
4,Waking up to The Smiths  good morning world!,,
4,"@Dannymcfly Danny!!!!! I am a Brazilian fan! We love you, guys! ",,
4,Ready For The Day To Unfold! Off Todayyy Taking A Day Trip To VA To See My Girl Nicole! Happy Tweeting Today! Smiles&amp;Giggles xoxo  Meka&lt;3,,
0,So much hw to do. Where to begin? ,,
4,@_edwardian i'm excited now. just about twitter. ,,
0,@caacau miss you  ,non_english; ,non_english; 
0,is upset that I do not have to write a research paper  Just research proposal. I really wanted to write a paper,,
0,having hard time falling asleep. Sign that tomorrow will be a bad day for leg  - hope I'm wrong.,,
4,"Laughing at bird taunting, teasing Smokey.  Should I play overprotective parent and have talk w/ bird's mother or let Smokey handle? ",,
4,has her car re-registered for another year ,,
0,"@gilbirmingham I mean, your roles are bigger than hers. Nothing against her! Geez, that sounded all wrong before  oops ",,
4,"Watching Ace Ventura  He is a genious, officially !",,
0,removing all the dam subasset extraction bullsh*t processes - manually ,,
0,it would sewlem my tiny vacation has ended. It is now time for work. ,,
4,http://twitpic.com/6saw8 - Playing with dogs &amp; rabbits in backyard  My grandma is out here too lol,,
4,@shamim86 Want to swap? ,,
4,"@RaeganHill Correction: Inbound, not internet. Sorry: Tired ",,
4,"@b50 just turn email notifications on, and delete the spam when you see it. captchas irritate your genuine readers for no fault of theirs ",,
4,@garpods22 but that chatroom was sooo much fun ,,
0,@maeveeee just had our last REAL day of school  clave your page in my yearbook is getting cold,,
4,"@ensredshirt Then go back to bed, silly.  If there's no one to pamper you, then you must pamper yourself.  And you deserve it.  ",,
4,hopes my hubby sleeps in with me tomorrow ,,
0,@xoshannon25 sigh I think I was too slow. My twitter wouldn't refresh so I couldn't see when he said go ,,
4,"What a difference a day makes....wonderful evening last night, great night's sleep, fab waking, happy happy MG ",,
0,Going nighty night. Long day ahead of me tomorrow. Have to drive back to CA  Want to stay in WA! ,,
4,@Andrewgoldstein Hahahh. Why reduced Fat?. lmfao.  come back to AZ ASAP. okay??. cos im in love with FNB now..Thanks//lol,,
0,"It is now midnight, and therefore, no longer my bday. ",,
0,@jb4eva000 Hahah ohhhh. Well Boo You for going without me  haha.jkjk,,
4,"@possumfritter Awww come on, we've known each other lots of minutes ",,
0,IM HUNGRY!!!! I hate working 2nd shift...  Im always hungry when I get off,,
4,Having a movie night with my friends ,,
4,found out about the earthquake on twitter.  didnt feel it one bit because i was driving ,,
0,ohh s**t... drop by 2  94. blogratings.com,,
4,"@ImagineUs @CocosButter Thanks, yall are sweet. ",,
0,@Ajillas  come over here?,,
0,Search for Apple's iTunes Application Store is down - returns no results for all queries ,,
4,@blitzmegaplex SWEEET! Now that's the kinda news I wanna hear  haha.,,
0,"badly sunburnt and got sunstroke      amazing newss, soooooooooooo happy  x",,
0,@lostlovely There's an hourly limit ,,
4,So I am beat from today! can't wait to cuddle with my boo.  getting ready for a looooooong long day tomorrow!,,
4,@jonasbrothers love the new video ,,
4,"well goodnight, im off to bed, tweet with you all tomorrow ",,
0,I need my mateo ! ,,
4,That is what inspires me when out camping.... ,,
4,"@Willipferd Yeah!!! ItÂ´s great,isnt it? IÂ´m looking forward to it!!! Staying at Kyra.  ItÂ´s much fun! I enjoy being with her!!!",,
4,Our God and Kind-oh Praise Him! He is King of ALL!   ? http://blip.fm/~69e2x,,
4,"@vickiocall Morning Vicki, thanks for following ",,
0,"Getting some work done on the RWF site. I'm a little behind  But not for long, haha",,
4,@savagestar That would be cute ,,
4,@MelodyLeaLamb Goooood Morning Melody! Wishing you a Wonderful Mother's Day with your family! ,,
0,awake after only four hours of sleep ,,
4,"Luv NGage 'Monopoly'  I've got both US &amp; UK versions of the boardgame &amp; also a magnetic travel one,but mobile version is best for travels",,
4,Today Is Gonna Be A Great Day!  Off To Work In 30....,,
4,"Another busy, busy day. At least it's nice out! ",,
0,"@socaldavel Ugh! Sorry ur sick!  Fresh fruit drinks &amp; Vits E, C, B, Echinacea &amp; Golden Seal. Rest is nice.",,
4,David Tennant + Hamlet =  And no that's not a fangirly statement.,,
0,@simplesumit Hey I seriously did all that  ..and thanx 4 the comment..,,
0,Has an ear ache   Is hoping the medicine will work and I'll be feeling better quickly ,,
0,". @saburitz turned the crockpot on before we left, but forgot to plug it inâ¦ no food for us ",,
0,A lighting n a huge thunder knocked down cable transmission ,,
0,"@sizbitz OK, I admit it. I'm hooked. ",,
0,Won our first 4 games and lose one and we out     very wet,,
0,@mmm81 Me too.  It's SO bizarre going to shows without you and Cat.  VERY VERY bizarre.,,
4,@michaeljanzen I agree - I'm leaning toward the Nikon. The interface was much more user friendly. Thank u for the tips. ,,
4,Has got to go to work with a slight hangover gd nite thou ,,
4,@kprentiss thanks for the warning ,,
0,"Boo hoo, Nadal has pulled out of Wimbledon!.. It just won't be the same not being able watch him pull his pants out of his arse ",,
0,I'm sorry but those engine thingies freak me out  big machinery scares me in general.,,
4,@coreymuch both. but mainly hair ,,
4,"@TeamUKskyvixen Whoa!!!! I'll start bracing myself now  (can't wait, really )",,
0,I wish I was in the British Isles with Dick and Christina T. reading and reciting Shakespeare. And sightseeing/touring the pubs too! ,,
0,i hope it's only somewhere here.. ,,
4,"Back from 1st visit to acupuncturist! Not only jabbed me, but bled me from both ears! Reservoir Dogs, baby! ",,
0,@pegkd How dd I miss you ALL wk? AND you did  a show w/ my our dear &amp; loving friend @DivinePurposeMV  ??? I missed it  &lt;----- 2 #FF musts,,
4,There's only Education Science left to study for... will do that in the evening! I feel like continuing my story ,,
0,@shaundiviney i fucking missed my call! what happens then ,,
4,"@missgiggly that's cool, didnt want to offend, plus it was a silly post anyway  just wanted to see if I was missing out on something",,
0,@AmyBecky I wish you could be at any of them.  ,,
4,very good performance from SuBo... still don't want her to win though... bring on Diversity!  #bgt,,
4,After a second-hand Canon 5D battery grip...anyone got one floating about? ,,
0,@loveeamber @item84jeremy it sucks no matter where you are! I'm gonna freakin be late for work! ,,
0,I just want to go to bed...ughh but i gotta wash all this makeup and hair product off  soooo sleeeepyyyy,,
4,"@TbotTV No prob  He'll get the hang of things at some point, I'm sure.",,
4,"@Liz_Hatch Liz, I hope I look as good as you do when I'm your age ",,
4,"@sirexkathryn not sure if the API is needed for that or not.  I really don't know much at all yet I guess, heh ",,
4,"@ASternWarning: Thanks for following, I returned the gesture! btw -  I'm 'San Fran' from @HoopHeadsNorth - I just use my real name here ",,
4,Filling in at reception for an hour or two. I dont particularly like answering phones unless I know its for me... ,,
0,"Listening to &quot;The Block&quot;, since I'm not @ the show.  I need my #fullservice.",,
4,@SSjUmi cool! I want it too  I'm gonna buy it ,,
4,cannot sleep :S will watch good old kings of leon live to make me feel better ,,
4,@writingclasses #writechat ...in the pages of my stories. It's natural to me. ,,
0,"Following the advice of my horoscope today!!  Now, if only I could ditch this upset stomach.    So sick.  ",,
0,"@fructisrocks I've been to four stores so far, and not found the Anti-Humidity Styling Cream that I loved so much at #bonnaroo.  ",,
0,Dear Husband's second class didn't make. Summer income just cut by 1/3. Never occured to me that the class might not make. ,,
0,"Eeeh?! Me being in bed not eating that much isn't that good, my weight has dropt to: too low! ",,
0,Lakers advance! And i'm home alone ,,
0,just sent a not very nice letter to the ex minutes after he help me with a question about a paper. horrible me  ,,
0,"Damn, excluded again. ",,
4,School's out! i have nothing to do except to listen to Coldplay ,,
4,"@miss_tattoo Awe, I hella wanna have a group chat, but I gotta go to bed soon. Once I'm in I won't wanna go. Next time! ",,
0,Wasted and blowed...still in my system ,,
4,"half way there, save the rest for tomorrow ",,
4,@LadySascha Thanks for the followfriday mention ,,
0,@DavidArchie i was gonna go see &quot;up&quot; but it was sold out  guess next week!,,
4,"Up was good   I wanna know how Pixar keeps coming up with these random, but good stories...",,
4,"glad northen players show serious resistance to the grands of world  tnx for amazing emotions, Robin!!! i'll be there for you in future",,
4,@BethFishReads @BookWorm71 @bermudaonion aw thanks!  Blushing a little! ,,
0,@KazeYuusha HuH N0 i D0NT MEMBER 0H N MyK DiD  iDK WAT HAPPENED HE JuST ST0PPED TALKiN T0 ME :'(,,
4,@isabelhelen Have you started watching BSG yet? And yes I'll annoy you until you do  xoxo,,
4,@FaveColourPink that's sweet thanks! Glad I could keep you updated ,,
4,@BreRoz Oh I like the new look to your portfolio! well done with the presentation and organization! ,,
4,@sonnyjoeflangan ...wow! How is your writing so spaced out?? I'm so jealous  wat ya up to? Xx,,
0,"So, has someone forgot to tell June that it's summertime? It's chilly and grey today in Sussex! No freckle hunting today ",,
4,close to finish reading my next book ,,
4,Just got done putting new locks on my doors. This week I became a plumber and a locksmith  niew off to hang some towel hooks,,
0,"Mike Francis âÂ Ð²Ð¾ÐºÐ°Ð»Ð¸Ñ?Ñ Ð½Ð° Ð¿Ð¾Ñ?Ð»ÐµÐ´Ð½Ð¸Ð¹ Ð ÐµÐ»Ð°ÐºÑ?Ð°Ñ Ñ Blank &amp; Jones (Some One Like You, I Love You...). Ð£Ð¼ÐµÑ Ð² Ð Ð¸Ð¼Ðµ 30.01.2009 Ð¾Ñ ÑÐ°ÐºÐ° Ð»ÐµÐ³ÐºÐ¸Ñ ",non_english; ,non_english; 
0,"Just woke up, Goodafternoon! I'm now off to do some grocery shopping! No more food in the fridge ",,
0,but why does my back hurt like this? ,,
0,blue Monday recently i only too often use this face mark ,,
0,Oh dear I just dropped my glass. Amazingly it ddnt smash bt it did spill all down my leg and the floor ,,
4,@marklewis_sf met one of your clients today. she had wonderful things to say about you and jeff ,,
4,"#followfriday @VegasWalkinDude aw, aren't you sweet! Follow this guy for extreme amusement ",,
4,@PriyaQ i once got such an invit..n went 2 th meetng 2 find tht th gift is free for ppl who subscribe 2 their 1.5 lakhs per yr package.. ,,
0,"I hate my life  I need to sleep, catch up on as many downloads as possible then go out. Imagine if I actually had a job or something! xD",,
4,@KevinGaudet Hi! Don't know if you remember me; I used to work for you in Ottawa at Reform Research 10+ yrs ago. Nice to see you again! ,,
4,@DAMstyle Hello! I have writers block..and I don't know what to write about for my blog! any ideas? ,,
0,"11% of my pay check goes to taxes, disability, and social security. Taxes make Ryan a saaaaaaad panda ",,
4,"@aaamylee oh, i can't wait to see it ",,
4,@elizaapresley cool...i'll send as soon as i remember not to forget. ,,
0,At work my head hurts a little due to my neck! I hate when I sleep wrong! ,,
0,And with one of my best friends too! Love you @G_Lexi &lt;3. Too bad @lisa_nonstop couldn't come... ,,
4,@priscillarenea ur calling the wrong one ,,
0,"@TBSonK97 hell yeah, but it's just not the same as it used to be... ",,
0,@_We_ArE_bRoKeN_ No! that can't happen! we're soooo close... ,,
4,enoyed the F1 qualifying yet again this is turning out to be a good season ,,
4,@greystonebar will let you know! i might grab one from Drinx ,,
4,@mileycyrus thanks  you rock!,,
4,Grateful I had the energy to yak with my best friend for two hours tonight. ,,
0,@TraceCyrus You're going to love Finland! :' ) I'm so sad that I'm not able to go to your concert. ,,
0,Just woke up and its gloomy again  what's wrong with u weather?? Ur always hot then ur cold,,
0,At the gym. Pup is okay but needs eye drops and week off daycare for leg. ,,
4,@MichelleAlyssa oh chuck baby..I'm soooo down!  . ,,
4,@BBelle I think it was about on a par with HSM ,,
0,@TheMadderHat I hate when that happens. ,,
0,@ToniC813 ,,
0,still cant figure this twitter thing out on my phone.  i dont have the iphone.  ,,
0,Worked 12-12 the biked home and didnt get to bed till 2 and woke up at 7:30..NOw I cant move...Ugghh 3 more months of this ,,
0,Should I install firefox or let it be IE8.. hmm.. if only there was a foxmarks for Ie ,,
0,Very upset to learn that the Georgia Theater is on fire... and pretty much completely gone.    ,,
4,I think I start loving FriendFeed  http://ff.im/422Be,,
4,Finshing off my preparation for tomorrow...nearly there! ,,
4,@thelight @psam wishing you an excellent weekend. ,,
0,areej's taking pixx and enjoying herself and she's going in an hour ,,
0,@leanasidhe sorry to hear that. ,,
4,"Haha! Stuck in a traffic jam. One man stopped the car to get his phone out of the boot, another sat in the boot eating a sandwich ",,
0,man I think the #neogaf assploded today for some reason.  Haven't been able to get on all day.  ,,
4,It's kinda nice being passenger right now  josh is mad I think he no talky to me :p,,
4,"@andrewbadera Not to rub it in, but it was incredibly awesome. I ate a double helping. ",,
4,@ashedryden I never type anybody's username. I just look for tweets from them and hit reply  You're not the first to complain,,
0,@silveradosys Sucks. Was going to DM but apparently you're not following me ,,
0,@bangmitwords dammn ,non_english; ,non_english; 
0,Cleaned out my Followers List and blocked the porn girls &amp; Crap Now I look like a spammer ,,
0,@dinno and I'm going to offline for long time  hope i will have GPRS connection in my village so that i can tweet,,
4,@dinnerlady LOL! I love ur sense of humor! I'd better nevr let u find out bout my most embarrassing stuff. U'll nevr let me live it down! ,,
4,@mariqueen http://twitpic.com/5exe7 - Very sweet! Hope you two are having a delicious evening together. ,,
0,@JefferyPatch LOL definantly not hot haha. And I would for sure cry if u kicked my unhealed boobs ,,
4,@tnthresher yep. Still hate you. And I mean that with all my heart. ,,
4,@adeaters Nice chatting with you today... ,,
0,last monday religion class ,,
4,Way to go dad! You're gonna be a dad for the billionth time!  ........ I hope this time you get it right. -_-,,
0,"@noisydogstudio No, he hasn't. I feel so bad for him since Cassie died. ",,
4,@tylertvedt90 no Tyler that would be vain and superficial and you would become a pain in the ass. so dont ,,
4,@Concreteangelx7 your boy really does have a great laugh! ,,
4,"@laura_crane ! dunnnooo ,    cause i have to work tonight  haha , but once thats done , its gala day  then its 19th , then its summer",,
4,planning to go to Bali with Boss  (sana pumayag si tita ),,
0,"@Clippy Treasure Hunt looks so cool!  Wish I could do it, but I can't   Life imitating art? http://tinyurl.com/lgrxrv",,
4,Is about to take Max for a nice walk along the river - hope he behaves himself ,,
4,@XoCait312oX so wats up can u please give me another chance i promise i wouldnt mess up again ,,
0, guess i don't live #inaperfectworld,,
0,goin to bed ,,
4,"@McMedia  Oh I love to walk in a beautiful place. So great for the soul ! Btw-Nice to meet you Sandi, love meeting new ppl! ",,
0,I really don't want to dig up the arguments about this... too boring... boo ,,
0,at home..day off feelen sick ,,
0,@veropperez awwww my poor muffins i had to make those and i didnt make them for the cat HE TOOK THE WHOLE FREAKIN BAG and ran away  aw man,,
0,#dpbcon 18mi backup to merge onto 495. ,,
0,Grimmy will never beat Colin ,,
4,"I have 10 followers. Haha, that's ONE more than before ",,
4,@LeesaLily oh ok thanks ,,
4,note to self - remember to uncross legs at least every 10 minutes ,,
4,@charavel @Zyote morning guys! ,,
4,http://bit.ly/13J7A8  uh i need to stock up on these. ,,
4,"...  i wish that i could take a journey through your mind,&amp; find the emotions that you always try to hide.. â¥ -- goodnight. ",,
4,drinking a bigass 1L carton of innocent strawberried and bananas smoothie ,,
4,@firstlady324 can't wait to hit the kush up tonight!!  http://myloc.me/231G,,
4,@fearphage enjoy #randompubwednesday will hopefully join you guys in a couple weeks. Have a drink for me ,,
0,Hate getting up early ,,
0,Ass of a mosquito bite. ARGH. It's bleeding ,,
4,@FTSKirstin omfg! I got that cute is what we aim for shirt I wanted at hot topic   and a brass knuckle necklace ,,
0,Oh man. Just remembered (a few hours too late) that we were supposed to see Ladytron tonight.  FAIL,,
0,@MnM_92  LOL Minerva!! you are here? :hug: urghh! i don't know how to explain! it sux dear  sorry i can't tell you  &lt;3,,
4,is chillaxin! ,,
0,@DavidArchie except for scarves lol. But ofcourse you know about that. Lol I just missed the live cellcast of you performing at the game! ,,
4,@AQueenofOneself It's all good. I'll talk to you soon. ,,
0,needs a neck massage badly!!!!! these are the few times where i miss having a man around lol sucks being alone when your neck hurts haha ,,
4,@nessie111 yeah - maybe not on the level of Kutcher but certainly some part of the twitterati  you have like 3000 followers!,,
0,@NotARichGirl The shampoo I used was the soothing lavender + peppermint.    I no like.,,
4,@bryceavary do you remember the yes we feel poster? From colorado ,,
4,@jtemplon Thx. I fixed it. ,,
0,@StaceeyLeigh He lives in Seattle I think  TOO FAR AWAY,,
4,@JessicaTGolden yeah I LOVE CALI so much ,,
0,Last day of school.... I'm gonna miss everybody ,,
0,Lost an earring down the bathroom drain ,,
0,afternoon wooo the clouds look like they want to snow outside.. they wont tho  this is australia..,,
4,off to Old Ebbitt Grill for the day.  Yep - started bartending there on weekends Day.  Come visit!  ,,
0,@Nikkilizh  I misss you so! Ima call ya later so we can chat!,,
4,Prom is tonight... finally getting excited ,,
0,@MomoFali that sucks ...sorry not that it helps ,,
0,Feeling worse then yesterday. Not going to work. Going back to sleep. ,,
4,"I feel so tired again. Grrrrr.  Oh,@Salamahafifi, good luck with all your mock exams! ",,
0,"@OrchidThieves oh that's cool! I'd love to be there, but I'm well poorly ",,
4,Wooppp a Week &amp; 2 dayss to goo.. Till Im Going Overseas  GMMB &lt;3,,
0,Are you the same? Don't know anymore? ,,
0,@cscotta  is it your birthday?,,
0,Airbus 330's recorders may never be found  http://edition.cnn.com/2009/WORLD/americas/06/03/france.plane.memorial/index.html,,
4,@lizziegainsexp Of course I do! It's my favorite movie of all time. The extended version is even better. ,,
4,"Pretty certain pics are pre-filming/rolling. Also pretty sure he will NOT be wearing his own clothes, shoes, jacket etc. ",,
4,@valerie2776 Quite a few. Peacocks and Oceanographer's Choice are my new favorites to play ,,
4,Playing Playstation 3 games I got today on Ebay got to love Ebay ,,
0,Cried after listening to This American Life.   Dan Savage's story about him mom dying was so sad,,
4,@everyone 3 MOE DAYS UNTIL TONI'S ANNOUNCEMENT! ,,
0,@Laetificavi can't receive tweets on cell phone at all.. ,,
4,@mikeboyd I'm grabbing the album now ,,
0,"OMG, my apologies for all the old tweets, folks. we just relaunched the site and it seems our twitter client went nuts  -thanks @cdernbach",,
4,"oooppps. I mean, +60. not +06. ",,
0,Good morning! At work again today  I wanna go home!,,
0,Watching click. Sad sad movie ,,
0,&quot;NYTimes Twitter&quot; acolunt hacked....people nowadays ,,
4,"@maverickwoman Saved 6 chrctrs and scored a name more interesting than my own. Also Rule 17 is a rule to live by, &quot;omit needless words&quot;! ",,
4,@jordansweetn hhaa okay  um yea so we wil do that as long as i dont have to work if not we will go this week tho since were DONE SCHOOL!!,,
0,I have a summer cold. Great... Grrrreat. I feel horrible. ,,
0,Was preparing Economics....hav an xam tomorrow ,,
4,Finally we watched TERMINATOR..ck!I'd been waited for a long time to watch d'movie..great movie! ,,
0,@MsASiia that's not nice  .. How I'm supposed to keep in contact with ms asia if u dnt hav bbm?,,
0,@elnax at least *someone*'s laughing ,,
4,"@Ni___NA @FinchenSnail LADIES, we are here to learn englis h - I think our german is good enough.  so, speak english ",,
4,@Lives2Dance np do the sameee ,,
4,I think this brilliant performance summarizes my thoughts quite well http://bit.ly/3YTXw  (thanks @lifo ,,
0,"@ferretprincess ...for all I knew, you were in here all along, just talking to people I don't follow. ",,
0,I am in my bed trying to get sleep ,,
0,OMG..SHE SLEEP NOW AIN'T THIS A &quot;B***H&quot; ,,
0,"BFD was okay, met the limousines, the offspring, 311 and stephan from anberlin, unfortunately didn't get to meet nate young or TBS ",,
4,@tinibui yess. I love it  episode 7 on Pro7 Chuck and Blair. &lt;33,,
4,Up was great! Made me cherish the time that I have ,,
0,typing cf rally list. tired. ,,
4,@mettalight I'd like thank the academy... ,,
0,"just watched the finale of scrubs, what a show, i'll miss it ",,
4,"@AdorkableMellie lol always looking at the bright side, I am ",,
4,I can't think of a  way to accurately describe last night; even &quot;horrific&quot; would be an understatement. Day of Silence today. No talky. ,,
0,"@NOMtweets has been silent for 5 days. Where are you, my beloved @NOMtweets? Whom will I ridicule if you go away? ",,
4,"@jull1234 aw, yay i was on that list  haha",,
4,A smile is free but priceless. Music makes me smile         ,,
0,"I want Halo 3, or my DS! None which I have here! ",,
0,is a bit achey backed today  ...........which I think means I deserve a Muffin!!! HEATHER!!!!!!!!!!?,,
4,the new episode of  Runs House makes me wanna go to hawaii so bad ,,
4,@Carolke Thanks!I wish iI was there too  ,,
0,im jealous of my sister. she's in manc seeing oasis! ,,
4,@asj519 Kick her in her chest?! LMAO! I missed that! Crazy ass! ,,
0,i think my blood must taste really good; i have soo many mosquito bites. ,,
0,victoria is off today ,,
0,Whew my body is mad about tha workout... I think ill nap when I get home. Its still raining ,,
0,Going to chrio then for blood work blah I hate being sick I've felt gross for the last month ,mixed_language; ,mixed_language; 
0,i wish it was the way it use to be  i miss them old times  if only he knew how I feel  i spose its going well . hope it gets better.,,
4,"@cellemcrmy hey celle! My friend @Hannaaaa needs followers. If you want to follow her, please do. ",,
4,Kim Evans shoot underway! Traci Richards @ 2:00 PM. Smiles to all ,,
0,i wish we had more home movies... everyone kind of gave up on them when i was like three ,,
0,"Hey Eric (@ekillianva)!!! So good to see you on here although you're following me, but haven't approved me yet! ",,
0,Evening...has anyone else been having trouble with twitterwall...taking ages and then when registered vote numbers not changing ,,
4,"@willowtreeling Glad I could help!  (I never use emoticons, but I do like to express myself as specifically as possible)",,
4,"Having a trackies day, woop, im chaving it ",,
0,ARGH I have decided my laptop hates me ,,
0,@jamestopp Dear boy I know the feeling! mines sick too ,,
4,"@queensandradee Target 1 is 188lbs, then will aim for 182lbs (lowest in 10 years). Will review at that point. ",,
0,"Weather forecast is always right, if it is related to rain ",,
0,"not panicking (yet?), but i wouldn't even give myself an excellent in morphology ",,
4,"Sat in bed, phones just gone off. Waitinv to go beach ",,
0,Stunned to see that all my tweets from Twitterific yesterday and Friday didn't come through.  Cor.kz didn't send my wine tweets either ,,
4,@gemmab45 My Cake: http://www.twitpic.com/6c09d   Thought I'd decorate it with little mini Autumn leaves... lol.  ,,
0,BORED without the forum ,,
4,Good morning twitters! three more days to go to my vac ,,
0,just got burnt  http://plurk.com/p/ui0i4,,
0,@loveMARION what happened??? ,,
0,my hair being a bitch to mee ,,
4,@AbstractPoet That's what I like to hear ,,
4,"LINES, VINES, AND TRYING TIMES NOW AVAILABLE ON THE EAST COAST! I'm going to walmart and getting my copy in an hour  I made it to Dallas!",,
0,Morning twitterverse! Felt good to sleep in this morning! Now @ work ,,
0,ugh!!! p.e FIRST thing in the morning!  boring english and the bad science! ,,
0,"will miss twitter and himm this weekend  bad timess, comes to something when you miss twitter like (N)",,
0,just found out that my 10 page paper is actually 12.    here we go: 0 of 12...,,
4,"@ddlovato lmfao, planes, trains and plantains. that'll be my album. and in my thanks, i'll write thanks Demi for the album name. ",,
0,@BarryBrothers I am lost. Please help me find a good home. ,,
4,"Oh yeaaa lakers gonna win it this year, Kobe headed to his 6th NBA finals half of my prediction in the books see ya Thursday Lebron ",,
4,@Lindat44 they're usually lower maintenance at least ,,
4,Had a fun night  ,,
0,Just saw 1 little and 1 huge stingray in foot-deep water off catseye beach at low tide. No turtles yet.  ,,
0,@bmore0fme I wish I could be bored with u I have a dentist appointment ,,
4,"wow, nick and kaine.. you have twittered so many time today its unbeleivable..lol.. baby brothers birthday today .. happy 14th Trena ",,
0,"@felixgbaby mmmhhmm , you too caught up . don't be hittin me up like you used to smh .. it's already begun, i'm being pushed to the side ",,
0,Back at work.. for some reason I feel weird here.. I think someone switched my chair ,,
0,@cameron_crazy - Bummer! Even worse.... you don't need to refrigerate parmesan..... ,,
0,Is at home. Bleck. ,,
0,"@thetruthuntold Sorry, just jealous that my sister was using the tv to watch Sea Patrol ",,
4,@serenajwilliams OK Now I'm following YOU ,,
4,new great friends! ,,
0,"@MissMaryJ M Jizzle I need u to Hit me too, ugghh I'm sick of this damn phone! Like seriously! ",,
0,"@aridhol Ahh, how ones tune changes, it wasn't long ago that U praised TweetDesk... &amp; now U wouldn't even turn a cheek 4 it... how ",,
4,Loving Rove tonight ,,
4,@mrashwilliams  Hooray!,,
4,@Loch121 thanks for the mention ,,
0,"O The Forum...beautiful memories there  especially @ the movie theatre, target &amp; borders",,
4,check my work out  http://bit.ly/BtLgy,,
0,"@AJRoxMyWhiteSox oh my God. I'm so, so, so sorry. ",,
4,"New diet working well, training less than ever, recovering well, eating more, staying lean. Nice ",,
4,blink 182 in detroit just sold out.  anddddd i have ticketssss!! (i'm a little excited about that.),,
4,Three mixes up on SoundCloud for you..Take a listen / Download  http://soundcloud.com/oliviazabell,,
4,@PaulaH63 Ooo hope so too. Sounds like we have a similar plan for the day. I'm thinking vampire or maybe alien family ,mixed_language; ,mixed_language; 
4,@mandiebear @LidiaAnain @jophesine77 @libertygrrrl @j_e_p Thanks for the tweets. Yep I had a great flight. Enjoyed it greatly! And safe ,,
0,My head hurts ,duplicate_text; ,
4,@myinkyfingersAU thanks! I am really pleased with it ,,
0,aw man why is tigerairways' site having  problems! NOT NOW ,,
4,adding another color to my nails [: twitter isn't stupid btw it keeps me entertained. &amp;&amp; i want me some patrick dempsey  what a cutie&lt;3,,
4,@No1huggles Morning Huggles ,non_english; ,non_english; 
4,just chillin until softball tonite!!!!! ,,
0,Hopefully no more maths now! That exam was harsh ,,
4,Hello Twitter  ,,
4,going to the mall with cody today. ,,
4,cutest thing everrrr  http://bit.ly/6l5eI,,
0,Not goin to tha airshow this year  Gonna play me sum Corporate Warfare after I hop out tha shower,,
0,@annabelle327 I know I am having Annbandonment and Franbandonment issues  At least I will have Fran on Wednesday and Sunday.,,
4,Playing hackey sack in my living room. ,,
4,"@Banksyart2 I started off just messaging new peeps that appeared on old account, but then thought may as well work my way back... ",,
0,Er1 clothes was a size to small an that was jus for the ones who had some on.. Now that's sad KIDS ,,
4,@funkymag hope you like what you get - let us know ,,
4,Visiting my cousin &amp; my new niece in a bit!Excited! ,,
4,now im bored.. i wonder wat's on tv... oh well.. time for my latop to rest.. the installs can wait later... ,,
4,@DQJ Thanks! ,,
4,@Alyssa_Milano gnight cant wait till may 9th  tweetup,,
0,Headed to eastside medical for my grandmothers surgery.. ,,
0,@pvponline did you ever get the D&amp;D character creator working on your mac? my older version of parallels doesn't seem to like it ,,
4,@sineadycullen yo yo yiggety yo! How u doing best friendy? Still on the getting better train?  x,,
0,writing my bachlorthesis =&gt; developing a bachlor crisis ,,
4,@janelle30 Or &quot;there&quot; - whatever.  It's bloody early! But insomnia = fresh blueberry muffins for breakfast. Mmm!,,
0,Over dosed on red wine last night and went partying till abou three. Feel so il am chubbs is gna wana go to the gym in an hour ,,
4,excited that wristcutters is finally on On Demand ,,
0,@eddieizzard I miss the days of your multiple posts-Shannon  ,,
4,I was trying to go to sleep since i got none last night. But i will be there hopefully with my dress ,,
